id,text,gold_label,source,baseline_reply,baseline_emotion_label,baseline_format_valid,baseline_route_usable,famlee_raw_output,famlee_emotion_label,famlee_semantic_summary,famlee_risk_level,famlee_recommended_skill,famlee_format_valid,famlee_route_usable
anxious_14,我很怕上台发言，一想到所有人看着我就紧张。,焦虑,self-built,我特别能理解这种紧张感呀，其实大部分人面对当众发言都会发怵的，被好多道目光盯着的时候，心跳加速手心出汗真的太正常了。你可以先试着从小场景慢慢适应，比如先对着熟悉的朋友练几遍发言，真上台的时候也可以放轻松点，不用逼自己一下子就做到从容不迫，哪怕把台下的观众当成一团团不会说话的棉花也没关系，多试几次慢慢就会舒展很多啦。,焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""我很怕上台发言，一想到所有人看着我就紧张。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,我很怕上台发言，一想到所有人看着我就紧张。,low,cognitive_clarification,true,true
anxious_15,家里一直问我考研准备得怎么样，我压力越来越大。,焦虑,self-built,"被家里一直追问真的会无形中让压力翻倍呀，本来备考就已经一直绷着弦了，还要反复回应这类问题，真的太熬人了。

如果实在喘不过气的话，可以试着和家人说说你当下的压力呀，很多时候他们只是出于关心，并没意识到这种追问会让你更焦虑。你也别给自己太大负担，按你自己的节奏一步步准备就好，已经在认真坚持的你已经很棒啦。",焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""家里一直问我考研准备得怎么样，我压力越来越大。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,家里一直问我考研准备得怎么样，我压力越来越大。,low,cognitive_clarification,true,true
anxious_16,我担心自己选错专业，以后会不会没有出路。,焦虑,self-built,"我特别能理解你这种忐忑不安的心情，其实很多人选专业、甚至读了一段时间专业后，都会冒出这种担心，太正常了。

而且现在早就不是“一选定终身”的时代啦，就算最后发现选的专业不适合自己，也还有转专业、跨考、转行很多调整的机会；就算顺着本专业走下去，同一个专业也能走出五花八门的发展方向，根本不存在“选错就没出路”这种绝对的事。如果实在不安，可以多找同专业的学长学姐聊聊就业方向，或是抽空试试相关的实习摸摸底，不用一直陷在这种焦虑里呀。",焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""我担心自己选错专业，以后会不会没有出路。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,我担心自己选错专业，以后会不会没有出路。,low,cognitive_clarification,true,true
anxious_17,最近听说公司要裁员，我好怕自己会被波及。,焦虑,self-built,我能感觉到你现在心里慌慌的，悬着一颗心等消息的感觉真的太煎熬了。其实现在还只是传闻没出正式通知对吧？先别自己吓自己呀，如果你平时工作都完成得很稳，被波及的可能性真的不大的。要是心里憋得难受，也尽管多说说疏解下情绪呀。,,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""最近听说公司要裁员，我好怕自己会被波及。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,最近听说公司要裁员，我好怕自己会被波及。,low,cognitive_clarification,true,true
anxious_18,我有点担心明天的考试，感觉准备得不够好。,焦虑,self-built,我特别能理解这种考前慌慌的不安感，其实很多人考前都会有这种“觉得自己没准备好”的心态，往往你已经悄悄记住了很多知识点，只是太过紧张才会低估自己的准备程度呀。今晚别逼自己硬啃了，放松下来好好睡一觉，明天一定可以正常发挥的，别太担心啦😊,焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""我有点担心明天的考试，感觉准备得不够好。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,我有点担心明天的考试，感觉准备得不够好。,low,cognitive_clarification,true,true
anxious_19,我对明天的面试真的很紧张，很怕没办法通过。,焦虑,self-built,我特别能理解这种紧张感呀，面对重要的面试会忐忑太正常了，很多人上场前都会心跳加速呢。你肯定已经为这次面试做了不少准备了对不对？放平心态把你真实的样子展现出来就好，你已经很棒啦，一定会有好结果的✨,焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""我对明天的面试真的很紧张，很怕没办法通过。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,我对明天的面试真的很紧张，很怕没办法通过。,low,cognitive_clarification,true,true
anxious_20,这周末要专题报告，我好怕报告得不好。,焦虑,self-built,太懂这种惴惴不安的感觉啦！要做专题报告前难免会紧张忐忑，这太正常了～其实你能准备到现在，肯定对内容已经熟稔很多了对不对？别给自己那么大压力，就算偶尔有点小磕绊、有点小紧张也完全没关系，台下的人不会过度挑剔的，你放松下来正常发挥就已经很棒啦，祝你一切顺利哦✨,焦虑,false,false,"{""emotion_label"":""焦虑"",""semantic_summary"":""这周末要专题报告，我好怕报告得不好。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",焦虑,这周末要专题报告，我好怕报告得不好。,low,cognitive_clarification,true,true
sad_01,今天我跟朋友吵架了，心里很难受。,难过,public/mapped,跟好朋友吵架之后心里肯定揪揪的不好受对不对，真的太委屈啦，抱抱你。要是心里堵得慌，尽管跟我说说你憋着的委屈，说出来会舒服很多的。其实很多时候吵架都是一时情绪冲上头，说不定对方现在也在别扭着后悔呢。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""今天我跟朋友吵架了，心里很难受。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,今天我跟朋友吵架了，心里很难受。,low,cognitive_clarification,true,true
sad_02,我觉得我好像要被当了，真的很失望。,难过,public/mapped,哎呀，听得出来你现在满心都是失望，肯定特别难受吧？是不是期待了很久的事落了空，或是被信任的人辜负了呀？要是心里堵得慌，不妨说说到底发生了什么，说出来会好受很多的。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我觉得我好像要被当了，真的很失望。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我觉得我好像要被当了，真的很失望。,low,cognitive_clarification,true,true
sad_03,我今天被老师骂了，回宿舍后一直很低落。,难过,public/mapped,哎呀，抱抱你呀，被老师骂了肯定心里又委屈又不好受，一直憋着当然会低落啦。要是觉得难受就痛痛快快发泄一下，吃点自己喜欢的零食、窝被子里歇一会儿都好，要是你愿意说说具体发生了什么，说出来也会舒服很多的。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我今天被老师骂了，回宿舍后一直很低落。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我今天被老师骂了，回宿舍后一直很低落。,low,cognitive_clarification,true,true
sad_04,黑豹的演员过世了，我有点难过。,难过,public/mapped,我特别懂这种难过的感觉，查德维克塑造的黑豹真的太经典了，这么优秀又低调的演员早早离开真的特别让人惋惜，他留下的这个英雄形象会一直被大家记住的。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""黑豹的演员过世了，我有点难过。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,黑豹的演员过世了，我有点难过。,low,cognitive_clarification,true,true
sad_05,这次的表演我犯了一个很大的错误，我搞砸了。,难过,public/mapped,我能感觉到你现在肯定特别自责又难过对吧？其实真的没关系呀，哪怕是经验丰富的老表演者，也难免会在演出里出状况，这根本不代表你整段表演都很糟糕呀。说不定在台下观众看来，那个失误根本没有你想象的那么显眼呢，别把所有压力都自己扛呀。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""这次的表演我犯了一个很大的错误，我搞砸了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,这次的表演我犯了一个很大的错误，我搞砸了。,low,cognitive_clarification,true,true
sad_06,我养了三年的鱼今天死了。,难过,public/mapped,养了三年肯定早就攒下很深的感情了，一定特别难过对不对。你肯定一直用心照顾它，给了它三年安稳舒服的日子，它肯定记着你的好的。要是心里难受就别憋着，好好和它告个别呀。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我养了三年的鱼今天死了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我养了三年的鱼今天死了。,low,cognitive_clarification,true,true
sad_07,我最喜欢的咖啡厅要关了。,难过,public/mapped,听起来真的好可惜啊，这家你最喜欢的咖啡厅一定藏着很多专属于你的美好回忆吧，这种喜欢的地方要消失的感觉真的挺难受的。不如趁它还没关门，再去坐几回，喝杯熟悉的咖啡，留点纪念呀。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最喜欢的咖啡厅要关了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最喜欢的咖啡厅要关了。,low,cognitive_clarification,true,true
sad_08,我最喜欢的作家去世了。,难过,public/mapped,听到这个消息你一定特别伤心，心里肯定空落落的不好受吧。虽然作家离开了，但他写下的故事、藏在文字里的温度和力量永远都会留在这里，一直陪着每一个深爱他的读者，抱抱你呀。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最喜欢的作家去世了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最喜欢的作家去世了。,low,cognitive_clarification,true,true
sad_09,我最好的朋友要移民了，以后可能很难见面了。,难过,public/mapped,听起来真的好让人舍不得啊，长久相伴的好朋友要分开，以后不能随时见面想想都不好受。不过现在通讯这么发达，你们随时都能分享日常，之后也可以约着互相探望，要好的情谊不会因为距离就变淡的呀。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最好的朋友要移民了，以后可能很难见面了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最好的朋友要移民了，以后可能很难见面了。,low,cognitive_clarification,true,true
sad_10,我最喜欢的餐厅因为疫情关门了。,难过,public/mapped,真的太遗憾了，喜欢的店就这么关掉肯定特别难受吧，那里一定藏着很多你爱吃的味道和美好的回忆，想想都觉得舍不得😔,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最喜欢的餐厅因为疫情关门了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最喜欢的餐厅因为疫情关门了。,low,cognitive_clarification,true,true
sad_11,我养了十年的盆栽今天枯萎了。,难过,public/mapped,真的太让人难过了，养了十年的盆栽早就像陪伴在身边的老朋友了，你肯定在它身上倾注了好多心血，也攒了好多和它相关的回忆，现在它枯萎了，心里一定空落落的很不好受吧。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我养了十年的盆栽今天枯萎了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我养了十年的盆栽今天枯萎了。,low,cognitive_clarification,true,true
sad_12,昨天和朋友吵架了，现在很难过。,难过,public/mapped,哎呀抱抱你，和好朋友吵架之后心里肯定堵得慌吧，这种难过太好懂了😔如果憋着不舒服的话，可以和我说说具体是因为什么呀，说出来也能好受一点。其实很多时候吵架都是当时情绪上头控制不住，说不定对方现在也有点后悔，正等着台阶下呢。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""昨天和朋友吵架了，现在很难过。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,昨天和朋友吵架了，现在很难过。,low,cognitive_clarification,true,true
sad_13,最近的工作进度很糟糕，我觉得自己越来越没自信。,难过,public/mapped,我特别能理解这种难受的感觉，进度卡住不顺利的时候，真的很容易忍不住自我怀疑，这种低落太正常了。其实进度不好不一定就是你的问题呀，可能是任务本身难度就超出预期，或是最近状态没调整过来而已，别把这一件事的不顺，全都算在自己身上、全盘否定自己呀。要是觉得累就先歇一小口气，之后把大任务拆成好完成的小碎片，一点点推进，慢慢就能找回状态了，你已经在很棒地撑着啦✨,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""最近的工作进度很糟糕，我觉得自己越来越没自信。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,最近的工作进度很糟糕，我觉得自己越来越没自信。,low,cognitive_clarification,true,true
sad_14,我今天又没考好，真的很失望。,难过,public/mapped,我特别能体会你这种失望的心情，准备了很久却没拿到想要的结果，换做是谁都会觉得难受失落的。要是心里闷得慌就好好发泄一下，别把情绪都憋着呀，一次考试的结果说明不了什么，把这次暴露出来的问题捋清楚，下次一定能拿到更满意的成绩的。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我今天又没考好，真的很失望。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我今天又没考好，真的很失望。,low,cognitive_clarification,true,true
sad_15,我最近觉得大家都好冷淡，都没人理我。,难过,public/mapped,听到你这么说肯定心里特别委屈又孤单吧，这种没被人惦记搭理的感觉真的太难受了😔其实会不会是大家最近都各自忙着自己的琐事，没顾上主动找你，并不是你不好哦。要是闷得慌想找人说话，我一直都在这儿陪你聊呀。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最近觉得大家都好冷淡，都没人理我。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最近觉得大家都好冷淡，都没人理我。,low,cognitive_clarification,true,true
sad_16,我觉得最近的努力都没有得到回报。,难过,public/mapped,太能理解这种委屈又挫败的感觉了，付出了那么多努力却没看到想要的回报，换谁都会难过的。其实很多时候回报都不会立马兑现，你付出的那些汗水、攒下的经验其实都在悄悄扎根，说不定哪天就会给你意想不到的惊喜。要是实在觉得累，也可以先停下来歇一歇，不用逼着自己一定要立刻拿到结果呀。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我觉得最近的努力都没有得到回报。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我觉得最近的努力都没有得到回报。,low,cognitive_clarification,true,true
sad_17,我最近真的觉得生活失去了方向。,难过,public/mapped,我能感觉到你现在肯定满是迷茫又无力吧，其实这种找不到方向的低落时刻很多人都会经历的，你不用逼着自己立刻就要找出方向、马上重新出发呀。如果觉得累的话，不妨先停下来，做点能让自己轻松开心的小事缓一缓，慢慢走慢慢看，方向说不定慢慢就清晰了呢。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""我最近真的觉得生活失去了方向。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,我最近真的觉得生活失去了方向。,low,cognitive_clarification,true,true
sad_18,最近工作一直不顺利，觉得好累。,难过,public/mapped,我能感觉到你现在真的身心俱疲，连着工作不顺心真的太磨人了，这种累太熬人了。别硬逼着自己一直撑着呀，如果能偷闲就好好歇一会儿，吃点喜欢的东西、睡个昏天黑地都好，谁都会有一段不顺的低谷期，这不是你的问题，等这股劲儿缓过来，慢慢都会顺起来的。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""最近工作一直不顺利，觉得好累。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,最近工作一直不顺利，觉得好累。,low,cognitive_clarification,true,true
sad_19,最近和家人的关系有点紧张，让我心情很差。,难过,public/mapped,我能感觉到你现在心里肯定堵得慌特别难受吧，和家人关系紧绷的时候真的特别消耗情绪，换谁都会心情低落的。其实很多时候家人之间只是一时拧巴、沟通没对上，不是真的有心伤害对方，如果实在难受的话，愿意说说是因为什么事吗？不想说也没关系，在这里把坏情绪倒出来也会轻松不少的。,难过,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""最近和家人的关系有点紧张，让我心情很差。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,最近和家人的关系有点紧张，让我心情很差。,low,cognitive_clarification,true,true
sad_20,和朋友吵架后，我一个人在宿舍待了很久，心里很难受。,难过,self-built,太能懂这种堵得慌的难受了，吵架后一个人待在宿舍，委屈和难受全都往心里挤，肯定特别不好受对不对？不用硬撑着压情绪呀，想吐槽或者安安静静放空都没关系，要是之后想解开矛盾，慢慢说开就好，现在先好好顺着自己的心情来呀。,,false,false,"{""emotion_label"":""难过"",""semantic_summary"":""和朋友吵架后，我一个人在宿舍待了很久，心里很难受。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",难过,和朋友吵架后，我一个人在宿舍待了很久，心里很难受。,low,cognitive_clarification,true,true
angry_01,我的小专题组员都不做事，超后悔跟他一组。,生气,public/mapped,真的太憋屈了！遇上只躺平不干活的组员，什么事都要自己扛真的超累超闹心，换谁都会后悔选这组呀😔要是实在扛得辛苦，不妨找导师或者负责的班委说清楚情况呀，千万别把压力都攒在自己身上呀。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""我的小专题组员都不做事，超后悔跟他一组。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,我的小专题组员都不做事，超后悔跟他一组。,low,cognitive_clarification,true,true
angry_02,有人在背后说我坏话，我真的很生气。,生气,public/mapped,太懂这种生气了！好好的没招谁没惹谁，居然被人在背后乱嚼舌根，换谁遇上都会火大的。本来错的就是那个乱说话的人，千万别憋在心里自己闷着，想吐槽想发泄都可以，可别拿别人的错惩罚自己呀。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人在背后说我坏话，我真的很生气。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人在背后说我坏话，我真的很生气。,low,cognitive_clarification,true,true
angry_03,为什么他们可以在背后这样批评人，超没礼貌的。,生气,public/mapped,真的太气人了！背后随意批评别人本来就是特别没教养没礼貌的事，换谁遇到这种事都会不舒服的，错的是那些乱嚼舌根的人，可别拿他们的错误气坏自己呀。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""为什么他们可以在背后这样批评人，超没礼貌的。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,为什么他们可以在背后这样批评人，超没礼貌的。,low,cognitive_clarification,true,true
angry_04,我的同学一直呛我的饮食习惯，让我很火大。,生气,public/mapped,太能理解你的火大了！饮食习惯本来就是因人而异的个人选择，又没影响到别人，你同学凭啥乱呛人啊，这种没边界感的行为换谁遇上都会生气的。要是他再瞎叨叨，你直接怼回去别憋着，可别让这种没分寸的人坏自己心情呀。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""我的同学一直呛我的饮食习惯，让我很火大。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,我的同学一直呛我的饮食习惯，让我很火大。,low,cognitive_clarification,true,true
angry_05,有人在公交车上对老人家没礼貌。,生气,public/mapped,这里传达出的主要情绪是不满与反感，碰到这种不尊重老人的事确实会让人不舒服，尊老爱幼本就是咱们的传统美德，公共场合对长辈没有礼貌，是很没有素养的行为，确实挺让人反感的。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人在公交车上对老人家没礼貌。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人在公交车上对老人家没礼貌。,low,cognitive_clarification,true,true
angry_06,有人在网上盗用我的照片。,生气,public/mapped,天呐这也太过分了，遇到这种事肯定又生气又糟心对吧！要是发现照片被乱用了，你可以先联系发布盗用内容的平台举报下架，如果对方还拿去做违规牟利的事，还可以收集好证据走法律途径维护自己的权益呀。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人在网上盗用我的照片。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人在网上盗用我的照片。,low,cognitive_clarification,true,true
angry_07,有人在公共场所乱丢垃圾。,生气,public/mapped,能感觉到你对这种不文明行为挺反感不满的，确实，公共场所的环境需要所有人共同维护，这种随手乱丢垃圾的行为不仅加重了保洁工作人员的负担，还破坏了大家共有的公共环境，真的很不文明。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人在公共场所乱丢垃圾。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人在公共场所乱丢垃圾。,low,cognitive_clarification,true,true
angry_08,有人偷了我辛苦栽种的花。,生气,public/mapped,真的太生气又憋屈了！那可是你一天天浇水施肥、费心费力盼着长大开花的心血啊，就这么被人偷偷拿走，换谁都会心里又难受又窝火，这个偷花的也太没素质了，怎么能随便拿别人辛苦种出来的花啊！,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人偷了我辛苦栽种的花。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人偷了我辛苦栽种的花。,low,cognitive_clarification,true,true
angry_09,今天有个人插我队，真的很不爽。,生气,public/mapped,太懂这种感受了！本来好好排队排得好好的，突然冒个人插队，换谁碰上都得一肚子火，插队的人真的太没素质了，换我我也会不爽好久😤,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""今天有个人插我队，真的很不爽。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,今天有个人插我队，真的很不爽。,low,cognitive_clarification,true,true
angry_10,为什么那么多人都只会拖延，害我什么都做不了。,生气,public/mapped,你现在肯定特别烦躁窝火吧，本来该推进的事被大家的拖延绊住没法进行，这种卡着动不了的情况真的太闹心了。如果实在等不及，要不要试着拉相关的人定好明确的小截止节点，试着主动推一把进度呀？,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""为什么那么多人都只会拖延，害我什么都做不了。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,为什么那么多人都只会拖延，害我什么都做不了。,low,cognitive_clarification,true,true
angry_11,那个人竟然在我说话的时候打断我，真的很烦。,生气,public/mapped,太懂这种烦躁了！好好说话的时候突然被打断，本来顺著的思路一下被打乱，还会感觉自己完全不被尊重，换谁都会觉得窝心又难受，真的太让人不爽了😔,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""那个人竟然在我说话的时候打断我，真的很烦。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,那个人竟然在我说话的时候打断我，真的很烦。,low,cognitive_clarification,true,true
angry_12,为什么每次都是我被骂？,生气,public/mapped,你现在一定觉得特别委屈又困惑吧，平白每次都挨骂，换谁都会心里堵得慌又想不通的，可以和我说说到底发生什么事了吗？,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""为什么每次都是我被骂？"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,为什么每次都是我被骂？,low,cognitive_clarification,true,true
angry_13,我已经告诉他很多次了，他还是一直做错。,生气,public/mapped,能感觉到你现在满是烦躁和无奈，反反复复叮嘱提醒了很多次，对方还是一直做错事，换谁遇上这种情况都会觉得心累又窝火，实在太闹心了。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""我已经告诉他很多次了，他还是一直做错。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,我已经告诉他很多次了，他还是一直做错。,low,cognitive_clarification,true,true
angry_14,为什么每次都是我最后一个被通知。,生气,public/mapped,听你这么说，感觉你又委屈又有点生气吧，总是最后一个才接到通知，搁谁都会觉得心里不舒服的，是不是这次又碰到这种让人闹心的事啦？,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""为什么每次都是我最后一个被通知。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,为什么每次都是我最后一个被通知。,low,cognitive_clarification,true,true
angry_15,有人总是打断我讲话。,生气,public/mapped,被人老是打断讲话真的太让人不舒服了！好好的思路被打断，还会觉得自己完全不被尊重，换谁都会觉得窝火又委屈的😔。你有跟对方明确说过你很介意这件事吗？,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""有人总是打断我讲话。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,有人总是打断我讲话。,low,cognitive_clarification,true,true
angry_16,我真的受够了他怎么敢提这种要求。,生气,public/mapped,听起来你现在气得不行吧，对方提的要求肯定特别离谱过分，才让你这么憋屈又难受。要是心里堵得慌，尽管把事情说出来吐吐槽，发泄出来会舒服很多呀。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""我真的受够了他怎么敢提这种要求。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,我真的受够了他怎么敢提这种要求。,low,cognitive_clarification,true,true
angry_17,为什么我的意见总是被忽略？,生气,public/mapped,听到你这么说，肯定觉得特别委屈又失落吧，自己认真琢磨说出来的意见不被重视，这种不被放在心上的感觉真的太难受了。可以和我说说具体是在什么场景下遇到这种事的吗？,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""为什么我的意见总是被忽略？"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,为什么我的意见总是被忽略？,low,cognitive_clarification,true,true
angry_18,开会的时候有人一直打断我的话，真的很不爽。,生气,public/mapped,我太能理解这种不爽了！好好发言的时候一直被人打断，换谁都会憋得难受，那个人也太没礼貌了，根本不懂得尊重别人，换我我也会气鼓鼓的，你尽管吐槽发泄出来，说出来就舒服多啦。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""开会的时候有人一直打断我的话，真的很不爽。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,开会的时候有人一直打断我的话，真的很不爽。,low,cognitive_clarification,true,true
angry_19,我跟主管反映问题，结果他完全不想理我。,生气,public/mapped,哎呀，听着就好委屈又憋气呀！你本来是正经反映问题，结果被冷落在一边，换谁遇到这种事都会心里不舒服的。会不会主管当时刚好赶急事，没顾得上认真理你呀？要是之后他还是这副敷衍的态度，那就是他的问题啦，你可别把错揽到自己身上憋着难受哦。,,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""我跟主管反映问题，结果他完全不想理我。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,我跟主管反映问题，结果他完全不想理我。,low,cognitive_clarification,true,true
angry_20,室友半夜一直打游戏，我真的有点生气。,生气,self-built,真的太能理解你这种生气了！本来半夜就该好好休息，被打游戏的噪音吵得没法睡觉，换谁都会觉得窝火又烦躁。你可以找个合适的时机和室友好好沟通下，说清楚你需要安静休息的需求，约好夜间的安静时间呀。,生气,false,false,"{""emotion_label"":""生气"",""semantic_summary"":""室友半夜一直打游戏，我真的有点生气。"",""risk_level"":""low"",""recommended_skill"":""cognitive_clarification""}",生气,室友半夜一直打游戏，我真的有点生气。,low,cognitive_clarification,true,true
